ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
1257	Ravindra Kumar Pandey	Elected	Sunday, May 18, 2014	In office	Fifth	Giridih	Jharkhand	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at K.V. College (Ranchi University), Kathara (Bihar)	60	165	0	504	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1258	Ravindra Kumar Ray	Elected	Sunday, May 18, 2014	In office	First	Kodarma	Jharkhand	Bharatiya Janata Party	Male	Doctorate	M.A., Ph.D.	60	66	0	389	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1259	Ravindra Kushawaha	Elected	Sunday, May 18, 2014	In office	First	Salempur	Uttar Pradesh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Intermediate	56	19	0	86	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1260	Ravindra Vishwanath Gaikwad	Elected	Sunday, May 18, 2014	In office	First	Osmanabad	Maharashtra	Shiv Sena	Male	Post Graduate	M.Com.	58	35	0	308	63%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1261	Ravneet Singh	Elected	Sunday, May 18, 2014	In office	Second	Ludhiana	Punjab	Indian National Congress	Male	Graduate	B.C.A., Educated at Guru Nanak Public School, Chandigarh and Eastern Institute for Integrated Learning in Management University, Sikkim	43	53	4	487	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.6	1.2	135	68%		Lok Sabha
1262	Rekha Verma	Elected	Sunday, May 18, 2014	In office	First	Dhaurahra	Uttar Pradesh	Bharatiya Janata Party	Female	Inter/ Higher Secondary	Intermediate	45	50	0	210	87%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
927	Renuka Butta	Elected	Sunday, May 18, 2014	In office	First	Kurnool	Andhra Pradesh	Yuvajana Sramika Rythu Congress Party	Female	Inter/ Higher Secondary	Higher Secondary	47	57	0	132	66%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1263	Renuka Sinha	Elected	Sunday, May 18, 2014	Wednesday, August 17, 2016	First	Cooch Behar	West Bengal	All India Trinamool Congress	Female	Professional Graduate	B.Sc. (Bio), B.Ed.	70	3	0	0	57%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	41.9	1.2	155	80	20.2	0.2	47	65%		Lok Sabha
1264	Richard Hay	Nominated	Wednesday, August 5, 2015	In office	First			Bharatiya Janata Party	Male	Post Graduate	M.Com, M.C.T., Educated at University of Calicut	66	74	3	174	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	48.3	1.8	209	80	77.2	2.2	311	93%		Lok Sabha
1265	Rita Tarai	Elected	Sunday, May 18, 2014	In office	First	Jajpur	Odisha	Biju Janata Dal	Female	Inter/ Higher Secondary	Intermediate	42	18	0	185	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
1266	Riti Pathak	Elected	Sunday, May 18, 2014	In office	First	Sidhi	Madhya Pradesh	Bharatiya Janata Party	Female	Post Graduate	B.A., M.A., L.L.B	41	99	0	338	95%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
1267	Rodmal Nagar	Elected	Sunday, May 18, 2014	In office	First	Rajgarh	Madhya Pradesh	Bharatiya Janata Party	Male	Graduate	Graduate	58	263	1	470	95%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
1268	S. Rajendran	Elected	Sunday, May 18, 2014	In office	First	Viluppuram	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Post Graduate	M.A.	62	17	0	303	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1269	S. Selvakumara Chinnayan	Elected	Sunday, May 18, 2014	In office	First	Erode	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Post Graduate	B.Sc, M.A.,B.L.	60	24	0	97	73%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1270	S.P. Muddahanumegowda	Elected	Sunday, May 18, 2014	In office	First	Tumkur	Karnataka	Indian National Congress	Male	Professional Graduate	B.A., L.L.B.	64	116	0	642	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
1271	S.P.Y. Reddy	Elected	Sunday, May 18, 2014	In office	Third	Nandyal	Andhra Pradesh	Yuvajana Sramika Rythu Congress Party	Male	Professional Graduate	B.E. (Mechanical); Educated at Reginal Engg. College, Warangal (Andhra Pradesh)	68	0	0	0	13%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1272	S.R. Vijayakumar	Elected	Sunday, May 18, 2014	In office	First	Chennai Central	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Professional Graduate	B.A., B.L.	44	63	0	917	79%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1273	S.S. Ahluwalia	Elected	Sunday, May 18, 2014	In office	First	Darjeeling	West Bengal	Bharatiya Janata Party	Male	Professional Graduate	B.Sc., LL.B. Educated at St. Joseph School, Asansol, Bidhan Chandra College, Burdwan University and University College of Law, Calcutta University, West Bengal	67	30	0	0	87%	This MP was appointed a minister in July 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 11th May, 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	35.4	1	137	80	17	0.2	43	65%		Lok Sabha
1274	Sadashiv Kisan Lokhande	Elected	Sunday, May 18, 2014	In office	First	Shirdi	Maharashtra	Shiv Sena	Male	Inter/ Higher Secondary	Higher Secondary	56	20	5	537	74%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1275	Sadhu Singh	Elected	Sunday, May 18, 2014	In office	First	Faridkot	Punjab	Aam Aadmi Party	Male	Post Graduate	M.A. (English)	78	7	0	59	51%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.6	1.2	135	68%		Lok Sabha
542520	Sajda Ahmed	Elected	Monday, February 5, 2018	In office	First	Uluberia	West Bengal	All India Trinamool Congress	Female	Graduate	B.A. (H); University of Calcutta	58	0	0	18	48%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	10	0.5	64	80	5.8	0	21	65%		Lok Sabha
1276	Sakuntala Laguri	Elected	Sunday, May 18, 2014	In office	First	Keonjhar	Odisha	Biju Janata Dal	Female	Matric	Matric	38	10	0	254	80%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
1277	Sambasiva Rayapati Rao	Elected	Sunday, May 18, 2014	In office	Fifth	Narasaraopet	Andhra Pradesh	Telugu Desam Party	Male	Graduate	B.Sc.; Educated at New Science College, Hyderabad, Andhra Pradesh	75	5	0	351	38%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1278	Sandhya Roy	Elected	Sunday, May 18, 2014	In office	First	Medinipur	West Bengal	All India Trinamool Congress	Female	Under Matric	Information not available	77	3	0	0	53%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1279	Sanjay (Bandu) Haribhau Jadhav	Elected	Sunday, May 18, 2014	In office	First	Parbhani	Maharashtra	Shiv Sena	Male	Matric	Matric	51	21	0	291	55%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1280	Sanjay Jaiswal	Elected	Sunday, May 18, 2014	In office	Second	Paschim Champaran	Bihar	Bharatiya Janata Party	Male	Professional Post Graduate	M.B.B.S., M.D. (General Medicine); Educated at Patna Medical College and Darbhanga Medical College	53	100	9	337	87%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1281	Sanjay Shamrao Dhotre	Elected	Sunday, May 18, 2014	In office	Third	Akola	Maharashtra	Bharatiya Janata Party	Male	Professional Graduate	B.E. (Mech.); Educated at Government College of Engineering, Amravati, Maharashtra	60	27	0	631	84%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1282	Sanjaykaka Patil	Elected	Sunday, May 18, 2014	In office	First	Sangli	Maharashtra	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Higher Secondary	54	12	0	220	55%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1283	Sanjeev Kumar Balyan	Elected	Sunday, May 18, 2014	In office	First	Muzaffarnagar	Uttar Pradesh	Bharatiya Janata Party	Male	Doctorate	Ph.D. in Veterinary Anatomy	46	4	1	8	88%	This MP was a minister till Sep 2017. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Participation and attendance details (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	12.5	0.7	76	80	20.9	0.7	56	86%		Lok Sabha
1284	Sankar Prasad Datta	Elected	Sunday, May 18, 2014	In office	First	Tripura West	Tripura	Communist Party of India (Marxist)	Male	Post Graduate	M.A., LL.B.	61	152	5	297	75%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	136	2.5	302	79%		Lok Sabha
1285	Santokh Singh Chaudhary	Elected	Sunday, May 18, 2014	In office	First	Jalandhar	Punjab	Indian National Congress	Male	Professional Graduate	B.A., L.L.B.	72	28	1	76	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.6	1.2	135	68%		Lok Sabha
1286	Santosh Ahlawat	Elected	Sunday, May 18, 2014	In office	First	Jhunjhunu	Rajasthan	Bharatiya Janata Party	Female	Professional Post Graduate	M.A., M.Ed.	61	103	0	661	94%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
1287	Santosh Kumar	Elected	Sunday, May 18, 2014	In office	First	Purnia	Bihar	Janata Dal (United)	Male	Inter/ Higher Secondary	Intermediate	43	24	0	173	69%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1288	Santosh Kumar Gangwar	Elected	Sunday, May 18, 2014	In office	Seventh	Bareilly	Uttar Pradesh	Bharatiya Janata Party	Male	Professional Graduate	B.Sc., LL.B.; Educated at Agra University and Rohilkhand University, Bareilly (Uttar Pradesh)	70	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1289	Sanwar Lal Jat	Elected	Sunday, May 18, 2014	Wednesday, August 9, 2017	First	Ajmer	Rajasthan	Bharatiya Janata Party	Male	Doctorate	M.Com., P.H.D.	64	0	0	3	53%	This MP was a minister between Nov 2014 to 4 Jul, 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 14th Aug, 2014 and from 18th Jul, 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	24.1	0.7	96	80	42.3	1	115	88%		Lok Sabha
1290	Sarbananda Sonowal	Elected	Sunday, May 18, 2014	Saturday, May 28, 2016	Second	Lakhimpur	Assam	Bharatiya Janata Party	Male	Professional Graduate	LL.B., B.C.J.; Educated at Dibrugarh University and, Gauhati University	56	0	0	0	N/A	This MP was a minister till 4 Jul, 2016. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Participation and attendance deta (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	0	0	0		0	0	0	N/A		Lok Sabha
583741	Sarfaraz Alam	Elected	Friday, March 16, 2018	In office	First	Araria	Bihar	Rashtriya Janata Dal	Male	Information not available	Information not available	47	0	0	11	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	8.9	0.5	52	80	6.7	0.5	32	87%		Lok Sabha
1291	Satabdi Roy	Elected	Sunday, May 18, 2014	In office	Second	Birbhum	West Bengal	All India Trinamool Congress	Female	Graduate	B.A.	49	4	0	2	74%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1292	Satish Chandra Dubey	Elected	Sunday, May 18, 2014	In office	First	Valmiki Nagar	Bihar	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Intermediate	43	31	0	201	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1293	Satish Kumar	Elected	Sunday, May 18, 2014	In office	First	Aligarh	Uttar Pradesh	Bharatiya Janata Party	Male	Matric	Matric	46	13	0	37	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1294	Satya Pal Singh	Elected	Sunday, May 18, 2014	In office	First	Baghpat	Uttar Pradesh	Bharatiya Janata Party	Male	Doctorate	M.Sc., M.A., M. Phill, Ph.D., M.B.A.	63	103	2	23	96%	This MP was appointed a minister in Sep 2017. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 11th Aug, 2017. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	54.5	1.6	217	80	88.7	1.1	142	86%		Lok Sabha
1295	Satyapal Singh	Elected	Sunday, May 18, 2014	In office	First	Sambhal	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.Com., LL.B.	45	21	0	181	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1296	Saugata Roy	Elected	Sunday, May 18, 2014	In office	Third	Dum Dum	West Bengal	All India Trinamool Congress	Male	Post Graduate	M.Sc., LL.B.; Jogesh Chandra Law College, Kolkata-33	71	227	5	573	90%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1297	Saumitra Khan	Elected	Sunday, May 18, 2014	In office	First	Bishnupur	West Bengal	All India Trinamool Congress	Male	Matric	High School	38	12	0	15	65%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1298	Savitri Bai Phoole	Elected	Sunday, May 18, 2014	In office	First	Bahraich	Uttar Pradesh	Bharatiya Janata Party	Female	Post Graduate	M.A.	38	37	0	19	71%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1299	Savitri Thakur	Elected	Sunday, May 18, 2014	In office	First	Dhar	Madhya Pradesh	Bharatiya Janata Party	Female	Matric	Matric	40	13	0	78	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
1300	Shailesh Kumar Urph Bulo Mandal	Elected	Sunday, May 18, 2014	In office	First	Bhagalpur	Bihar	Rashtriya Janata Dal	Male	Graduate	Graduate	43	50	3	59	75%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1301	Shanta Kumar	Elected	Sunday, May 18, 2014	In office	Fourth	Kangra	Himachal Pradesh	Bharatiya Janata Party	Male	Professional Graduate	B.A., LL.B. ; Educated at Panjab University and Delhi Law College, Delhi	84	0	0	13	90%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	40	2	186	90%		Lok Sabha
1302	Sharad Bansode	Elected	Sunday, May 18, 2014	In office	First	Solapur	Maharashtra	Bharatiya Janata Party	Male	Professional Graduate	LL.B.	51	7	0	43	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1303	Sharad Tripathi	Elected	Sunday, May 18, 2014	In office	First	Sant Kabir Nagar	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.A.	47	660	3	292	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1304	Shashi Tharoor	Elected	Sunday, May 18, 2014	In office	Second	Thiruvananthapuram	Kerala	Indian National Congress	Male	Doctorate	Ph.D., D.Litt. (Hons.), M.A., M.A.L.D. and B.A. (Hons.); Educated at St Stephen`s College, New Delhi and Fletcher School of Law and Diplomacy at Tufts University, USA	63	90	16	481	86%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
1305	Shatrughan Sinha	Elected	Sunday, May 18, 2014	In office	Second	Patna Sahib	Bihar	Bharatiya Janata Party	Male	Graduate	Educated at Film & Television Institute of Pune (FTII), Maharashtra	72	0	0	0	67%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1306	Sher Singh Ghubaya	Elected	Sunday, May 18, 2014	In office	Second	Ferozpur	Punjab	Shiromani Akali Dal	Male	Matric		56	44	0	203	66%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.6	1.2	135	68%		Lok Sabha
1307	Shibu Soren	Elected	Sunday, May 18, 2014	In office	Eighth	Dumka	Jharkhand	Jharkhand Mukti Morcha	Male	Matric	Educated at Gola High School, Hazaribagh (Jharkhand)	75	0	0	0	36%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1308	Shivaji Adhalrao Patil	Elected	Sunday, May 18, 2014	In office	Third	Shirur	Maharashtra	Shiv Sena	Male	Inter/ Higher Secondary	Intermediate (Arts); Educated at Shivaji University, Kolhapur, Maharashtra.	62	36	16	1103	69%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1309	Shobha Karandlaje	Elected	Sunday, May 18, 2014	In office	First	Udupi Chikmagalur	Karnataka	Bharatiya Janata Party	Female	Post Graduate	M.A., MSW	52	111	0	736	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
1310	Shrikant Eknath Shinde	Elected	Sunday, May 18, 2014	In office	First	Kalyan	Maharashtra	Shiv Sena	Male	Professional Post Graduate	M.B.B.S., MS Orthpaedics (Final Yr.)	32	136	8	903	83%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1311	Shrimant Chh. Udyanraje Pratapsinhmaharaj Bhonsle	Elected	Sunday, May 18, 2014	In office	Second	Satara	Maharashtra	Nationalist Congress Party	Male	Diploma Course	Production Engg., Educated at Bharati Vidyapeeth	53	0	0	0	27%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1312	Shripad Yesso Naik	Elected	Sunday, May 18, 2014	In office	Fourth	North Goa	Goa	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at Goa and Bombay University, Mumbai (Maharashtra)	66	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1313	Shrirang Appa Barne	Elected	Sunday, May 18, 2014	In office	First	Maval	Maharashtra	Shiv Sena	Male	Matric	10th Class	55	289	20	1113	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1314	Shyama Charan Gupta	Elected	Sunday, May 18, 2014	In office	Second	Allahabad	Uttar Pradesh	Bharatiya Janata Party	Male	Professional Graduate	B.A, LL.B. Educated at Kanpur University and Lucknow University (Uttar Pradesh)	74	29	0	71	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1315	Sidhant Mohapatra	Elected	Sunday, May 18, 2014	In office	Second	Berhampur	Odisha	Biju Janata Dal	Male	Professional Post Graduate	M.B.A.; Educated at Institute of Marketing and Management	52	6	0	0	70%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
1316	Siraj Uddin Ajmal	Elected	Sunday, May 18, 2014	In office	First	Barpeta	Assam	All India United Democratic Front	Male	Under Graduate	B.Sc. (Final Year)	61	29	0	284	34%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0.8	164	74%		Lok Sabha
1317	Sisir Kumar Adhikari	Elected	Sunday, May 18, 2014	In office	Second	Kanthi	West Bengal	All India Trinamool Congress	Male	Inter/ Higher Secondary	I.Sc.	77	0	0	247	46%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1318	Sona Ram	Elected	Sunday, May 18, 2014	In office	Fourth	Barmer	Rajasthan	Bharatiya Janata Party	Male	Professional Graduate	B.E., Fellow (F.I.E.); Educated at Multipurpose Higher Secondary School, M.B.M. Engineering College, Jodhpur (Rajasthan) and Institute of Engineers (India)	73	44	0	372	96%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
1319	Sonia Gandhi	Elected	Sunday, May 18, 2014	In office	Fourth	Rae Bareli	Uttar Pradesh	Indian National Congress	Female	Diploma Course	(i) Three years course in foreign languages (English & French) completed in 1964 at Istituto Santa Teresa, Turin (Italy); (ii) Certificate in English from Lennox Cook School, Cambridge (U.K.) completed in 1965.	72	6	0	0	60%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1320	Sreemati Dev Varma (Moon Moon Sen)	Elected	Sunday, May 18, 2014	In office	First	Bankura	West Bengal	All India Trinamool Congress	Female	Post Graduate	M.A.	64	1	0	0	69%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1321	Subhash Baheria	Elected	Sunday, May 18, 2014	In office	Second	Bhilwara	Rajasthan	Bharatiya Janata Party	Male	Graduate	F.C.A. (Chartered Accountant)	62	62	0	40	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
1322	Subhash Patel	Elected	Sunday, May 18, 2014	In office	First	Khargone	Madhya Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.A.(Sociology)	40	8	0	96	90%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
1323	Subhash Ramrao Bhamre	Elected	Sunday, May 18, 2014	In office	First	Dhule	Maharashtra	Bharatiya Janata Party	Male	Professional Post Graduate	M.S. and Super Specialisation in Cancer Surgery	65	9	0	218	77%	This MP was appointed a minister in July 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 11th May, 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	35.4	1	137	80	34.5	1.9	285	78%		Lok Sabha
1324	Subrata Bakshi	Elected	Sunday, May 18, 2014	In office	Second	Kolkata Dakshin	West Bengal	All India Trinamool Congress	Male	Professional Graduate	B.Sc., LL.B.	68	0	0	0	24%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1325	Sudarshan Bhagat	Elected	Sunday, May 18, 2014	In office	Second	Lohardaga	Jharkhand	Bharatiya Janata Party	Male	Graduate	B.A. (Hons.); Educated at Kartik Uraon College, Gumla, University of Ranchi, Jharkhand	49	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1326	Sudhir Gupta	Elected	Sunday, May 18, 2014	In office	First	Mandsour	Madhya Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.Com	59	358	1	1021	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
1327	Sudip Bandyopadhyay	Elected	Sunday, May 18, 2014	In office	Fourth	Kolkata Uttar	West Bengal	All India Trinamool Congress	Male	Graduate	B.Sc.; Educated at K.N. College, Berhampore, West Bengal	66	55	0	0	60%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1328	Sugata Bose	Elected	Sunday, May 18, 2014	In office	First	Jadavpur	West Bengal	All India Trinamool Congress	Male	Doctorate	Ph.D. (University of Cambridge, 1983)	62	31	2	3	55%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1329	Sukender Reddy Gutha	Elected	Sunday, May 18, 2014	In office	Third	Nalgonda	Telangana	Indian National Congress	Male	Graduate	B.Sc.; Educated at Osmania University, Hyderabad, Andhra Pradesh	65	13	0	368	47%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.2	2.4	302	68%		Lok Sabha
1330	Sukhbir Singh Jaunapuria	Elected	Sunday, May 18, 2014	In office	First	Tonk-Sawai Madhopur	Rajasthan	Bharatiya Janata Party	Male	Graduate	B.Com.	61	71	10	316	95%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
