ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
1816	Rattan Singh Ajnala	Elected	Monday, May 18, 2009	In office		Khadoor Sahib	Punjab	Shiromani Akali Dal	Male	Graduate	M.B.B.S.; Educated at Medical College, Amritsar, Punjab	70	41	1	162	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	23.8	0.7	170	78%		Lok Sabha
1817	Ravindra Kumar Pandey	Elected	Monday, May 18, 2009	In office		Giridih	Jharkhand	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at K.V. College (Ranchi University), Kathara (Bihar)	55	161	0	599	88%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	38.8	0.8	251	66%		Lok Sabha
1818	Ravneet Singh	Elected	Monday, May 18, 2009	In office		Anandpur Sahib	Punjab	Indian National Congress	Male	Graduate	B.C.A., Educated at Guru Nanak Public School, Chandigarh and Eastern Institute for Integrated Learning in Management University, Sikkim	38	18	0	453	76%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	23.8	0.7	170	78%		Lok Sabha
1819	Rewati Raman Singh	Elected	Monday, May 18, 2009	In office		Allahabad	Uttar Pradesh	Samajwadi Party	Male	Graduate	B.A., LL.B.	70	56	0	217	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1820	Rudramadhab Ray	Elected	Monday, May 18, 2009	In office		Kandhamal	Orissa	Biju Janata Dal	Male	Graduate	B.Sc.; Educated at Ravenshaw College, Cuttack, Orissa	76	44	0	834	73%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	35	0.9	382	74%		Lok Sabha
1821	S. Alagiri	Elected	Monday, May 18, 2009	In office		Cuddalore	Tamil Nadu	Indian National Congress	Male	Graduate	B.A.; Educated at Annamalai University, Tamil Nadu	61	25	0	583	68%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1822	S. Gandhiselvan	Elected	Monday, May 18, 2009	In office		Namakkal	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Post Graduate	M.A., M.Phil; Annamalai University	50	2	0	0	66%	This MP was a Minister. He tendered his resignation on 20th Mar, 2013. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 21st Mar, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	4.7	0	47	76%	6.7	0	85	69%		Lok Sabha
1823	S. Jagathrakshakan	Elected	Monday, May 18, 2009	In office		Arakkonam	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Inter/ Higher Secondary	Educated at Valudvur	66	0	0	0	23%	This MP was a Minister. He tendered his resignation on 20th Mar, 2013. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 21st Mar, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	4.7	0	47	76%	6.7	0	85	69%		Lok Sabha
1824	S. Pakkirappa	Elected	Monday, May 18, 2009	In office		Raichur	Karnataka	Bharatiya Janata Party	Male	Under Matric		55	4	0	798	67%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.2	0.2	350	68%		Lok Sabha
1825	S. R. Jeyadurai	Elected	Monday, May 18, 2009	In office		Thoothukkudi	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Graduate	B.Sc., PGDYN; Educated at Pope's College, Sawyerpuram, Thoothukudi	44	12	0	681	59%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1826	S. Semmalai	Elected	Monday, May 18, 2009	In office		Salem	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Graduate	B.Sc., B.L.; Educated at Alagappa College, Pushpam College and Madras Law College	68	127	4	558	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1827	S.P.Y. Reddy	Elected	Monday, May 18, 2009	In office		Nandyal	Andhra Pradesh	Indian National Congress	Male	Graduate	B.E. (Mechanical); Educated at Reginal Engg. College, Warangal (Andhra Pradesh)	63	3	0	2	46%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1828	S.S. Palanimanickam	Elected	Monday, May 18, 2009	In office		Thanjavur	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Graduate	B.L.; Educated at Madras Law College, Chennai (Tamil Nadu)	63	0	0	0	36%	This MP was a Minister. He tendered his resignation on 20th Mar, 2013. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 21st Mar, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	4.7	0	47	76%	6.7	0	85	69%		Lok Sabha
1829	S.S. Ramasubbu	Elected	Monday, May 18, 2009	In office		Tirunelveli	Tamil Nadu	Indian National Congress	Male	Post Graduate	M.A. (Economics), J.C.I.I.B. (Banking); Educated at Madurai Kamaraj University and Indian Institute of Bankers	64	171	2	1063	97%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1830	Sabbam Hari	Elected	Monday, May 18, 2009	In office		Anakapalli	Andhra Pradesh	Indian National Congress	Male	Graduate	B.Com.; Educated at A.V.N. College	61	0	0	0	70%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1831	Sachin Pilot	Elected	Monday, May 18, 2009	In office		Ajmer	Rajasthan	Indian National Congress	Male	Post Graduate	B.A. (Hons), M.B.A.; Educated at St. Stephens College, University of Delhi, Delhi and Wharton Business School, University of Pennsylvania, Philadelphia, USA	36	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1832	Sadashivrao Dadoba Mandlik	Elected	Monday, May 18, 2009	In office		Kolhapur	Maharashtra	Independent	Male	Graduate	B.A. (Hons.) English; Educated at University of Poona, Pune, Maharashtra	79	8	0	72	50%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1833	Sai Prathap Annayyagari	Elected	Monday, May 18, 2009	In office		Rajampet	Andhra Pradesh	Indian National Congress	Male	Under Graduate	Educated at Gulbarga Medical College, Gulbarga, Karnataka	69	1	0	163	78%	This MP was a Minister. He tendered his resignation on 12th Jul, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th Jul, 2011. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	22	0.4	182	76%	10.2	0.1	167	68%		Lok Sabha
1834	Sajjan Singh Verma	Elected	Monday, May 18, 2009	In office		Dewas	Madhya Pradesh	Indian National Congress	Male	Post Graduate	M.A. (Sociology); Educated at G.A.C.C. Indore, Madhya Pradesh	60	64	0	434	89%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	46.6	0.4	233	82%		Lok Sabha
1835	Sakti Mohan Malik	Elected	Monday, May 18, 2009	In office		Arambagh	West Bengal	Communist Party of India (Marxist)	Male	Post Graduate	M.A., B.Ed. (Bengali and Political Science); Educated at Burdwan University, West Bengal	54	7	0	28	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1836	Salman Khurshid	Elected	Monday, May 18, 2009	In office		Farrukhabad	Uttar Pradesh	Indian National Congress	Male	Post Graduate	B.A., M.A., B.CL.; Educated at St. Stephen`s College, Delhi and Oxford University, Oxford	61	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1837	Sambasiva Rayapati Rao	Elected	Monday, May 18, 2009	In office		Guntur	Andhra Pradesh	Indian National Congress	Male	Graduate	B.Sc.; Educated at New Science College, Hyderabad, Andhra Pradesh	70	14	0	690	61%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1838	Sameer Magan Bhujbal	Elected	Monday, May 18, 2009	In office		Nashik	Maharashtra	Nationalist Congress Party	Male	Matric	Educated at St. Mary`s Convent High School	40	15	0	346	70%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1839	Sandeep Dikshit	Elected	Monday, May 18, 2009	In office		East Delhi	Delhi	Indian National Congress	Male	Post Graduate	M.A., P.G. Diploma in Rural Development; Educated at St. Stephans College, University of Delhi and Institute of Rural Management, Anand, Gujarat	49	16	0	2	91%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	32	5.6	296	84%		Lok Sabha
1840	Sanjay Bhoi	Elected	Monday, May 18, 2009	In office		Bargarh	Orissa	Indian National Congress	Male	Graduate	B.A., GNIIT & Microsoft Certified Product Specialist; Educated at Delhi University	39	4	0	421	88%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	35	0.9	382	74%		Lok Sabha
1841	Sanjay Dina Patil	Elected	Monday, May 18, 2009	In office		Mumbai-North-East	Maharashtra	Nationalist Congress Party	Male	Graduate	B.Com.; Educated at Mumbai University	45	7	0	467	82%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1842	Sanjay Jaiswal	Elected	Monday, May 18, 2009	In office		Paschim Champaran	Bihar	Bharatiya Janata Party	Male	Post Graduate	M.B.B.S., M.D. (General Medicine); Educated at Patna Medical College and Darbhanga Medical College	48	40	0	208	85%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1843	Sanjay Nirupam	Elected	Monday, May 18, 2009	In office		Mumbai-North	Maharashtra	Indian National Congress	Male	Graduate	B.A. (Hons.) Political Science; Educated at A.N. College, Patna	49	57	0	334	89%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1844	Sanjay Shamrao Dhotre	Elected	Monday, May 18, 2009	In office		Akola	Maharashtra	Bharatiya Janata Party	Male	Graduate	B.E. (Mech.); Educated at Government College of Engineering, Amravati, Maharashtra	55	18	0	395	75%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1845	Sanjay Singh Chauhan	Elected	Monday, May 18, 2009	In office		Bijnor	Uttar Pradesh	Rashtriya Lok Dal	Male	Graduate	B.A., LL.B.; Educated at S.D. Degree College, Muzaffar Nagar and D.A.V. Degree College, Muzaffar Nagar, Ch. Charan Singh University, Meerut	52	34	0	277	90%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1846	Sanjay Sinh	Elected	Monday, May 18, 2009	Wednesday, July 2, 2014		Sultanpur	Uttar Pradesh	Indian National Congress	Male	Doctorate	M.A. (Hindi), Ph.D.; Educated at R.R.P.G. College, Amethi District,; Sultanpur, Uttar Pradesh	62	28	0	666	80%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37	0.8	294	76%	42.7	0.4	248	79%		Lok Sabha
1847	Sanjeev Ganesh Naik	Elected	Monday, May 18, 2009	In office		Thane	Maharashtra	Nationalist Congress Party	Male	Inter/ Higher Secondary	Educated at Mumbai University, Maharashtra	41	76	2	756	94%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1848	Sansuma Khunggur Bwiswmuthiary	Elected	Monday, May 18, 2009	In office		Kokrajhar	Assam	Bodoland People's Front	Male	Graduate	B.A. (Hons. in Political Science), Prabin (Hindi); Educated at Ouabari Lower Primary School, Hashraobari, Borobazar High School, Bijni, Kokrajhar College, under Guwahati University and the Asom Rashtra Bhasha Prachar Samiti, Guwahati, Assam	54	51	0	100	64%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	22.1	0.5	83	80%		Lok Sabha
1849	Santosh Chowdhary	Elected	Monday, May 18, 2009	In office		Hoshiarpur	Punjab	Indian National Congress	Female	Post Graduate	M.A., B.Ed., Certificates in Home Science, Poultry and Animal Husbandry; Educated at Govt. College for Girls, Chandigarh, Govt. College of Education, Chandigarh, Punjab University and Himachal Pradesh University	69	39	0	0	85%	This MP was appointed a minister in Jun, 2013. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 8th May, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	33.6	0.8	265	76%	22.5	0.7	158	78%		Lok Sabha
1850	Sarika Singh Baghel	Elected	Monday, May 18, 2009	In office		Hathras	Uttar Pradesh	Rashtriya Lok Dal	Female	Post Graduate	M.A. (English); Educated at P. C. Bagla College, Hathras	33	1	0	23	94%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1851	Saroj Pandey	Elected	Monday, May 18, 2009	In office		Durg	Chhattisgarh	Bharatiya Janata Party	Female	Post Graduate	M.Sc. (Child Development); Educated at Bhilai Mahila College (Pt. Ravishankar University, Raipur)	45	33	4	439	69%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	13.6	0.5	183	60%		Lok Sabha
1852	Satabdi Roy	Elected	Monday, May 18, 2009	In office		Birbhum	West Bengal	All India Trinamool Congress	Female	Graduate	B.A.	44	6	0	0	75%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1853	Sathyanarayana Sarvey	Elected	Monday, May 18, 2009	In office		Malkajgiri	Andhra Pradesh	Indian National Congress	Male	Post Graduate	B.A, LL.B, LL.M.; Educated at Osmania University, Hyderabad and; Evening College of Law, Thilak Road, Abids, Hyderabad; Andhra Pradesh	59	4	0	267	72%	This MP was appointed a minister in Oct, 2012. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	28.8	0.6	215	76%	16	0.4	266	68%		Lok Sabha
1854	Satpal Maharaj	Elected	Monday, May 18, 2009	In office		Garhwal	Uttarakhand	Indian National Congress	Male	Inter/ Higher Secondary	Senior Cambridge; Educated at St. George`s College, Mussoorie (Uttarakhand)	62	155	9	139	86%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	53	4.6	112	79%		Lok Sabha
1855	Saugata Roy	Elected	Monday, May 18, 2009	In office		Dum Dum	West Bengal	All India Trinamool Congress	Male	Post Graduate	M.Sc., LL.B.; Jogesh Chandra Law College, Kolkata-33	66	68	0	195	95%	This MP was a Minister. He tendered his resignation on 21st Sep, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 22nd Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	9.1	0.2	85	76%	9.5	0.1	43	72%		Lok Sabha
1856	Seema Upadhyay	Elected	Monday, May 18, 2009	In office		Fatehpur Sikri	Uttar Pradesh	Bahujan Samaj Party	Female	Graduate	B.A.; Educated at Ismail Degree College	48	13	0	399	86%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1857	Selja	Elected	Monday, May 18, 2009	In office		Ambala	Haryana	Indian National Congress	Female	Post Graduate	M.A., M.Phil.; Educated at Convent of Jesus & Mary, New Delhi,; Graduation and Post-graduation from Panjab University, Chandigarh	51	N/A	N/A	N/A	N/A	This MP is elected to Rajya Sabha. This MP was a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1858	Shafiqur Rahman Barq	Elected	Monday, May 18, 2009	In office		Sambhal	Uttar Pradesh	Bahujan Samaj Party	Male	Graduate	B.A.; Educated at Agra University, Agra, Uttar Pradesh	83	31	0	97	98%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1859	Shailendra Kumar	Elected	Monday, May 18, 2009	In office		Kaushambi	Uttar Pradesh	Samajwadi Party	Male	Post Graduate	M. Com.; Educated at Allahabad University (Uttar Pradesh)	53	353	3	168	97%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1860	Sharad Chandra Govindrao Pawar	Elected	Monday, May 18, 2009	In office		Madha	Maharashtra	Nationalist Congress Party	Male	Graduate	B.Com.	73	N/A	N/A	N/A	N/A	This MP is elected to Rajya Sabha. This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1861	Sharad Yadav	Elected	Monday, May 18, 2009	In office		Madhepura	Bihar	Janata Dal (United)	Male	Graduate	B.Sc., B.E. (Electrical); Educated at Robertson College and Jabalpur Engineering College, Jabalpur, Madhya Pradesh	66	159	0	42	83%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1862	Sharifuddin Shariq	Elected	Monday, May 18, 2009	In office		Baramulla	Jammu and Kashmir		Male	Post Graduate	M.A. (Urdu), B.Ed, D.T. and LL.B.; Educated at Jammu and Kashmir University and Aligarh Muslim University, Aligarh (UP)	78	43	0	58	89%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	44.4	0	96	88%		Lok Sabha
1863	Shashi Tharoor	Elected	Monday, May 18, 2009	In office		Thiruvananthapuram	Kerala	Indian National Congress	Male	Doctorate	Ph.D., D.Litt. (Hons.), M.A., M.A.L.D. and B.A. (Hons.); Educated at St Stephen`s College, New Delhi and Fletcher School of Law and Diplomacy at Tufts University, USA	57	12	1	88	87%	This MP was a Minister till 18th Apr, 2010. He was again appointed Minister in Oct, 2012. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only from 19th Apr, 2010 to 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	23.1	0.5	181	78%	40	1	251	83%		Lok Sabha
1864	Shatrughan Sinha	Elected	Monday, May 18, 2009	In office		Patna Sahib	Bihar	Bharatiya Janata Party	Male	Graduate	Educated at Film & Television Institute of Pune (FTII), Maharashtra	67	7	0	66	75%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1865	Sheesh Ram Ola	Elected	Monday, May 18, 2009	Thursday, December 12, 2013		Jhunjhunu	Rajasthan	Indian National Congress	Male	Matric	Educated at Education Board, Rajasthan	86	6	0	10	93%	This MP was appointed a minister in June, 2013. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 8th May, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	33.6	0.8	265	76%	46.4	1	268	88%		Lok Sabha
1866	Sher Singh Ghubaya	Elected	Monday, May 18, 2009	In office		Ferozpur	Punjab	Shiromani Akali Dal	Male	Matric		51	12	0	51	64%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	23.8	0.7	170	78%		Lok Sabha
1867	Shibu Soren	Elected	Monday, May 18, 2009	In office		Dumka	Jharkhand	Jharkhand Mukti Morcha	Male	Matric	Educated at Gola High School, Hazaribagh (Jharkhand)	70	0	0	0	23%	Complete attendance for this MP is not available (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	38.8	0.8	251	66%		Lok Sabha
1868	Shivaji Adhalrao Patil	Elected	Monday, May 18, 2009	In office		Shirur	Maharashtra	Shiv Sena	Male	Inter/ Higher Secondary	Intermediate (Arts); Educated at Shivaji University, Kolhapur, Maharashtra.	57	10	0	1082	43%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1869	Shivaramagouda Shivanagouda	Elected	Monday, May 18, 2009	In office		Koppal	Karnataka	Bharatiya Janata Party	Male	Graduate	B.A., LL.B.; Educated at Karnataka College, Dhawar and Karnataka University Law College, Dhawar	60	60	0	289	77%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.2	0.2	350	68%		Lok Sabha
1870	Shivraj Singh Lodhi	Elected	Monday, May 18, 2009	In office		Damoh	Madhya Pradesh	Bharatiya Janata Party	Male	Matric	Educated at Govt. Higher Secondary School, Distt. Sagar, Madhya Pradesh	70	14	0	93	86%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	46.6	0.4	233	82%		Lok Sabha
1871	Shrimant Chh. Udyanraje Pratapsinhmaharaj Bhonsle	Elected	Monday, May 18, 2009	In office		Satara	Maharashtra	Nationalist Congress Party	Male	Post Graduate	Production Engg., Educated at Bharati Vidyapeeth	48	1	0	41	51%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1872	Shripad Yesso Naik	Elected	Monday, May 18, 2009	In office		North Goa	Goa	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at Goa and Bombay University, Mumbai (Maharashtra)	61	34	0	140	81%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	23.5	0.5	214	88%		Lok Sabha
1873	Shriprakash Jaiswal	Elected	Monday, May 18, 2009	In office		Kanpur	Uttar Pradesh	Indian National Congress	Male	Inter/ Higher Secondary	Educated at D.A.V. College, Kanpur, Uttar Pradesh	69	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1874	Shruti Choudhry	Elected	Monday, May 18, 2009	In office		Bhiwani-Mahendragarh	Haryana	Indian National Congress	Female	Graduate	B.A., LL.B.; Educated at Univeristy of Delhi and B.R. Ambedkar University, Agra	38	24	0	664	81%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	13.1	0.1	231	69%		Lok Sabha
1875	Sidhant Mohapatra	Elected	Monday, May 18, 2009	In office		Berhampur	Orissa	Biju Janata Dal	Male	Post Graduate	M.B.A.; Educated at Institute of Marketing and Management	47	3	0	4	58%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	35	0.9	382	74%		Lok Sabha
1876	Sisir Kumar Adhikari	Elected	Monday, May 18, 2009	In office		Kanthi	West Bengal	All India Trinamool Congress	Male	Inter/ Higher Secondary	I.Sc.	72	0	0	0	43%	This MP was a Minister. He tendered his resignation on 21st Sep, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 22nd Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	9.1	0.2	85	76%	9.5	0.1	43	72%		Lok Sabha
1877	Sivakumar @ J.K. Ritheesh. K	Elected	Monday, May 18, 2009	In office		Ramanthapuram	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Graduate	B.E. (Civil), D.C.E.,; Educated at Alagappa Engneering College, Karaikudi, Tamil Nadu	40	16	0	161	38%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1878	Sk. Nurul Islam	Elected	Monday, May 18, 2009	In office		Basirhat	West Bengal	All India Trinamool Congress	Male	Matric	ALIM; Educated at Khorki Sr. Madrasa	50	1	0	4	37%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1879	Sk. Saidul Haque	Elected	Monday, May 18, 2009	In office		Bardhaman-Durgapur	West Bengal	Communist Party of India (Marxist)	Male	Post Graduate	M.A. (English), B.Ed.; Educated at Burdwan Raj College, Burdwan University	59	96	0	258	97%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1880	Sohan Potai	Elected	Monday, May 18, 2009	In office		Kanker	Chhattisgarh	Bharatiya Janata Party	Male	Post Graduate	M.A. (Sociology); Educated at Pandit Ravi Shankar University, Raipur (Chhattisgarh)	55	24	0	5	69%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	13.6	0.5	183	60%		Lok Sabha
1881	Solanki Dinubhai Boghabhal	Elected	Monday, May 18, 2009	In office		Junagadh	Gujarat	Bharatiya Janata Party	Male	Graduate	B.A.	57	0	0	0	15%	Complete attendance for this MP is not available (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1882	Somabhai Gandalal Koli Patel	Elected	Monday, May 18, 2009	In office		Surendranagar	Gujarat	Indian National Congress	Male	Under Matric	Educated at Viramgam Taluka Shala, Viramgam, Ahmedabad, Gujarat	73	1	0	10	83%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1883	Somendra Nath Mitra	Elected	Monday, May 18, 2009	In office		Diamond Harbour	West Bengal	All India Trinamool Congress	Male	Graduate	B.Sc., LL.B.	70	1	0	278	48%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1884	Sonawane Pratap Narayanrao	Elected	Monday, May 18, 2009	In office		Dhule	Maharashtra	Bharatiya Janata Party	Male	Graduate	B.E.(Civil); Educated at College of Engineering., Pune, (Maharashtra)	65	14	0	293	53%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
